agricultureStructureIndicator,asOfDate,basementEnclosureCrawlspaceType,policyCount,crsClassificationCode,dateOfLoss,elevatedBuildingIndicator,elevationCertificateIndicator,elevationDifference,baseFloodElevation,ratedFloodZone,houseWorship,locationOfContents,lowestAdjacentGrade,lowestFloorElevation,numberOfFloorsInTheInsuredBuilding,nonProfitIndicator,obstructionType,occupancyType,originalConstructionDate,originalNBDate,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,amountPaidOnIncreasedCostOfComplianceClaim,postFIRMConstructionIndicator,rateMethod,smallBusinessIndicatorBuilding,totalBuildingInsuranceCoverage,totalContentsInsuranceCoverage,yearOfLoss,primaryResidenceIndicator,buildingDamageAmount,buildingDeductibleCode,netBuildingPaymentAmount,buildingPropertyValue,causeOfDamage,condominiumCoverageTypeCode,contentsDamageAmount,contentsDeductibleCode,netContentsPaymentAmount,contentsPropertyValue,disasterAssistanceCoverageRequired,eventDesignationNumber,ficoNumber,floodCharacteristicsIndicator,floodWaterDuration,floodproofedIndicator,floodEvent,iccCoverage,netIccPaymentAmount,nfipRatedCommunityNumber,nfipCommunityNumberCurrent,nfipCommunityName,nonPaymentReasonContents,nonPaymentReasonBuilding,numberOfUnits,buildingReplacementCost,contentsReplacementCost,replacementCostBasis,stateOwnedIndicator,waterDepth,floodZoneCurrent,buildingDescriptionCode,rentalPropertyIndicator,state,reportedCity,reportedZipCode,countyCode,censusTract,censusBlockGroupFips,latitude,longitude,id,GEOID
0,2020-08-25T03:48:41.202Z,1.0,1,,2019-08-23T00:00:00.000Z,0,,,,B,0,2.0,,,2.0,0,,1.0,1976-01-01T00:00:00.000Z,2018-08-31T00:00:00.000Z,,,,0,R,0,250000.0,100000.0,2019,1,,F,0.0,,4.0,N,,F,0.0,,0.0,,,,,0,,30000.0,0.0,310001.0,310001.0,"HASTINGS, CITY OF",8.0,8.0,0.0,,,A,0,,AE,1.0,0,NE,Currently Unavailable,68901.0,31001.0,31001965900.0,310019659004.0,40.6,-98.4,308142fe-6e63-4656-a0b9-f1f2b918fcbc,3131001310019659003
0,2020-04-20T17:12:00.501Z,0.0,1,,2019-06-20T00:00:00.000Z,0,,,,X,0,3.0,,,1.0,0,,3.0,1976-01-01T00:00:00.000Z,2016-10-14T00:00:00.000Z,,,,0,7,1,50000.0,8000.0,2019,0,,1,0.0,,0.0,N,,1,0.0,,0.0,,,,0.0,0,,30000.0,0.0,310001.0,310001.0,"HASTINGS, CITY OF",,,0.0,,,,0,0.0,X,8.0,0,NE,Currently Unavailable,68901.0,31001.0,31001966000.0,310019660004.0,40.6,-98.4,b2b763fe-bc1c-439e-99e3-6ac5b035acf4,3131001310019660003
0,2020-01-22T16:55:53.194Z,0.0,1,,2017-05-10T00:00:00.000Z,0,,,,X,0,3.0,,,1.0,0,,3.0,1962-01-01T00:00:00.000Z,2016-10-14T00:00:00.000Z,139450.62,28881.01,0.0,0,7,1,150000.0,50000.0,2017,0,140701.0,F,139450.62,502584.0,0.0,N,30131.0,F,28881.01,100000.0,0.0,,,,0.0,0,,30000.0,0.0,310001.0,310001.0,"HASTINGS, CITY OF",,,0.0,1168800.0,0.0,A,0,1.0,X,8.0,0,NE,Currently Unavailable,68901.0,31001.0,31001966000.0,310019660004.0,40.6,-98.4,a00ea92c-c923-49d6-867b-cbac2c658a37,3131001310019660003
0,2020-01-22T16:55:53.194Z,1.0,1,,2015-06-05T00:00:00.000Z,0,,,,A02,0,2.0,,,2.0,0,,1.0,1968-01-01T00:00:00.000Z,2014-06-27T00:00:00.000Z,981.67,0.0,0.0,0,1,0,94500.0,5000.0,2015,1,2982.0,2,981.67,155114.0,0.0,N,1140.0,2,0.0,0.0,0.0,,,,0.0,0,,30000.0,0.0,310001.0,310001.0,"HASTINGS, CITY OF",1.0,,1.0,188448.0,0.0,A,0,1.0,A02,1.0,0,NE,Currently Unavailable,68901.0,31001.0,31001965500.0,310019655003.0,40.6,-98.4,883c93b7-da1e-47f8-82b2-19de05531c7c,3131001310019655003
0,2020-04-20T17:13:05.774Z,0.0,1,,2019-06-20T00:00:00.000Z,0,,,,X,0,3.0,,,1.0,0,,3.0,1962-01-01T00:00:00.000Z,2016-10-14T00:00:00.000Z,24546.56,0.0,0.0,0,7,1,50000.0,8000.0,2019,0,,1,24546.56,,0.0,N,,1,0.0,,0.0,,,,0.0,0,,30000.0,0.0,310001.0,310001.0,"HASTINGS, CITY OF",,,0.0,,,,0,0.0,X,8.0,0,NE,Currently Unavailable,68901.0,31001.0,31001966000.0,310019660004.0,40.6,-98.4,16f3af82-2574-43a8-bbfd-8f6e076977cf,3131001310019660003
0,2020-01-22T16:55:53.194Z,0.0,1,,2017-05-10T00:00:00.000Z,0,,,,X,0,3.0,,,1.0,0,,3.0,1976-01-01T00:00:00.000Z,2016-10-14T00:00:00.000Z,47056.0,11161.68,0.0,0,7,1,150000.0,50000.0,2017,0,48306.0,F,47056.0,268824.0,0.0,N,12412.0,F,11161.68,75000.0,0.0,,,,0.0,0,,30000.0,0.0,310001.0,310001.0,"HASTINGS, CITY OF",,,0.0,389600.0,0.0,A,0,1.0,X,8.0,0,NE,Currently Unavailable,68901.0,31001.0,31001966000.0,310019660004.0,40.6,-98.4,5dea96e3-d44f-428e-a61b-2d11b6fdb383,3131001310019660003
0,2024-03-21T18:33:23.523Z,1.0,1,,2019-03-13T00:00:00.000Z,0,,,,X,0,2.0,,,2.0,0,,1.0,1900-07-01T00:00:00.000Z,2006-03-17T00:00:00.000Z,8898.55,134.82,0.0,0,7,0,250000.0,100000.0,2019,1,7169.0,F,8898.55,216976.0,2.0,N,1385.0,F,134.82,71209.0,,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310008.0,310008.0,BOONE COUNTY*,,,1.0,268443.0,0.0,R,0,0.0,X,1.0,0,NE,Currently Unavailable,68620.0,31011.0,31011960200.0,310119602001.0,41.7,-98.0,68829cf6-50ae-4b0d-a88d-2af712343701,3131011310119602003
0,2024-02-15T14:49:18.517Z,2.0,1,,2019-03-13T00:00:00.000Z,0,,,,A,0,2.0,,,2.0,0,,1.0,1901-06-01T00:00:00.000Z,2018-06-29T00:00:00.000Z,,,,0,1,0,95000.0,25000.0,2019,1,3402.0,A,0.0,16654.0,4.0,N,,A,0.0,,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310008.0,310008.0,BOONE COUNTY*,20.0,1.0,1.0,166542.0,,A,0,2.0,A,1.0,0,NE,Currently Unavailable,68660.0,31011.0,31011960100.0,310119601005.0,41.6,-97.9,c4376b5f-b938-4448-a09d-0da1d448cbad,3131011310119601003
0,2020-12-30T18:41:58.289Z,0.0,1,,2019-03-14T00:00:00.000Z,0,,,,A,0,,,,1.0,0,,6.0,1960-10-01T00:00:00.000Z,2015-01-15T00:00:00.000Z,47257.5,0.0,0.0,0,1,0,96000.0,0.0,2019,0,52257.0,5,47257.5,986350.0,4.0,N,,5,0.0,,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310010.0,310010.0,"ST. EDWARD, CITY OF",,,0.0,1107877.0,,A,0,1.0,A,8.0,0,NE,Currently Unavailable,68660.0,31011.0,31011960100.0,310119601005.0,41.6,-97.9,9067bdad-fdf5-4d57-8643-e558efec4ca5,3131011310119601003
0,2023-10-06T13:20:17.480Z,0.0,1,,2019-03-13T00:00:00.000Z,0,,,,A,0,3.0,,,1.0,0,,4.0,1985-05-15T00:00:00.000Z,2013-09-01T00:00:00.000Z,44495.61,10500.0,0.0,0,1,0,78000.0,10500.0,2019,0,49495.0,5,44495.61,259626.0,2.0,N,18169.0,5,10500.0,45000.0,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310010.0,310010.0,"ST. EDWARD, CITY OF",,,1.0,324533.0,0.0,A,0,1.0,A,8.0,0,NE,Currently Unavailable,68660.0,31011.0,31011960100.0,310119601005.0,41.6,-97.9,656c8810-3268-46dd-9905-cec54179f6e0,3131011310119601003
0,2023-11-03T14:10:38.923Z,2.0,1,,2019-03-13T00:00:00.000Z,0,4,-4.0,,A,0,,0.0,-4.0,3.0,0,,1.0,2004-02-27T00:00:00.000Z,2013-11-13T00:00:00.000Z,4234.22,0.0,0.0,1,2,0,84000.0,0.0,2019,1,8024.0,5,4234.22,247860.0,2.0,N,,0,0.0,,,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310010.0,310010.0,"ST. EDWARD, CITY OF",,,1.0,328555.0,,A,0,3.0,A,1.0,0,NE,Currently Unavailable,68660.0,31011.0,31011960100.0,310119601005.0,41.6,-97.9,01b8c075-5f8f-4dd0-b90d-9714f566af81,3131011310119601003
0,2024-02-12T23:14:27.714Z,2.0,1,,2019-03-13T00:00:00.000Z,0,,,,A,0,2.0,,,2.0,0,,2.0,1977-06-15T00:00:00.000Z,2015-03-06T00:00:00.000Z,,,,0,1,0,69300.0,26300.0,2019,0,0.0,5,0.0,0.0,4.0,N,0.0,5,0.0,0.0,0.0,,377.0,,,0,March 2019 Midwest Flooding,30000.0,0.0,310010.0,310010.0,"ST. EDWARD, CITY OF",99.0,99.0,3.0,0.0,0.0,A,0,-8.0,A,1.0,1,NE,Currently Unavailable,68660.0,31011.0,31011960100.0,310119601005.0,41.6,-97.9,43332364-f95e-4db3-8e37-e26394868715,3131011310119601003
0,2024-02-12T23:14:27.714Z,2.0,1,,2022-05-03T00:00:00.000Z,0,,,,A,0,2.0,,,2.0,0,,2.0,1977-06-15T00:00:00.000Z,2015-03-06T00:00:00.000Z,-12226.26,0.0,0.0,0,1,0,214500.0,30500.0,2022,0,11113.0,5,-12226.26,182619.0,4.0,N,0.0,5,0.0,0.0,0.0,,,,,0,,30000.0,0.0,310010.0,310010.0,"ST. EDWARD, CITY OF",97.0,,3.0,207677.0,0.0,A,0,-8.0,A,1.0,1,NE,Currently Unavailable,68660.0,31011.0,31011960100.0,310119601005.0,41.6,-97.9,b372a32a-4282-4562-99bb-f7fc85b98ad3,3131011310119601003
0,2023-07-24T15:49:45.638Z,0.0,1,,2023-06-25T00:00:00.000Z,0,,,,A,0,3.0,,,1.0,0,,11.0,1960-01-01T00:00:00.000Z,2019-07-02T00:00:00.000Z,0.0,0.0,0.0,0,RatingEngine,0,44000.0,10000.0,2023,1,1704.0,2,0.0,84833.0,4.0,N,,1,0.0,,2.0,,,,,0,,30000.0,0.0,310013.0,310013.0,"LYNCH, VILLAGE OF",20.0,1.0,1.0,115847.0,,A,0,0.0,A,1.0,0,NE,Currently Unavailable,68746.0,31015.0,31015975800.0,310159758001.0,42.8,-98.5,9d783269-c214-4e57-a8ca-022a793bc39a,3131015310159758003
0,2023-08-03T20:36:24.497Z,2.0,1,,2023-06-24T00:00:00.000Z,0,,,,A,0,,,,1.0,0,,13.0,1940-01-01T00:00:00.000Z,2021-04-21T00:00:00.000Z,19623.65,0.0,0.0,0,RatingEngine,0,90000.0,0.0,2023,0,21624.0,2,19623.65,244193.0,4.0,N,,,0.0,,,,,,,0,,30000.0,0.0,310013.0,310013.0,"LYNCH, VILLAGE OF",,,5.0,312107.0,,A,0,,A,8.0,1,NE,Currently Unavailable,68746.0,31015.0,31015975800.0,310159758001.0,42.8,-98.5,7895aeba-cbeb-4c9a-a4d8-f60761fe38f1,3131015310159758003
0,2020-01-22T16:55:53.194Z,2.0,1,,2019-03-13T00:00:00.000Z,0,,,,A,0,2.0,,,2.0,0,,1.0,1900-07-04T00:00:00.000Z,2016-09-06T00:00:00.000Z,50000.0,20000.0,0.0,0,1,0,48000.0,19000.0,2019,1,74850.0,5,50000.0,200842.0,2.0,N,25157.0,2,20000.0,26000.0,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310013.0,310013.0,"LYNCH, VILLAGE OF",,,1.0,225252.0,0.0,A,0,10.0,A,1.0,0,NE,Currently Unavailable,68746.0,31015.0,31015975800.0,310159758001.0,42.8,-98.5,69989c1b-9e7c-42c4-ad85-c005e23982fc,3131015310159758003
0,2020-01-22T16:55:53.194Z,4.0,1,,2019-03-13T00:00:00.000Z,0,,,,A,0,,,,2.0,0,,1.0,1900-08-01T00:00:00.000Z,2017-05-05T00:00:00.000Z,27500.0,0.0,0.0,0,1,0,27500.0,0.0,2019,1,53550.0,5,27500.0,153323.0,4.0,N,,,0.0,,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310013.0,310013.0,"LYNCH, VILLAGE OF",,,1.0,201830.0,,A,0,4.0,A,1.0,0,NE,Currently Unavailable,68746.0,31015.0,31015975800.0,310159758001.0,42.8,-98.5,f5a7f7dd-8a2b-49b1-9811-a4dff662a008,3131015310159758003
0,2022-08-26T15:47:37.599Z,2.0,1,,2019-03-13T00:00:00.000Z,0,,,,A,0,,,,2.0,0,,1.0,1942-04-01T00:00:00.000Z,2010-08-23T00:00:00.000Z,63107.53,0.0,0.0,0,1,0,80000.0,0.0,2019,1,64608.0,G,63107.53,151334.0,2.0,N,,0,0.0,,,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310013.0,310013.0,"LYNCH, VILLAGE OF",,,1.0,191563.0,,A,0,2.0,A,1.0,0,NE,Currently Unavailable,68746.0,31015.0,31015975800.0,310159758001.0,42.8,-98.5,366ea76d-b40a-477e-8a40-40268e5eb26a,3131015310159758003
0,2020-03-09T17:21:11.616Z,1.0,1,,2019-07-08T00:00:00.000Z,0,,,,C,0,2.0,,,2.0,0,,1.0,1930-01-01T00:00:00.000Z,2014-01-01T00:00:00.000Z,4261.8,0.0,0.0,0,R,0,250000.0,100000.0,2019,1,5507.0,F,4261.8,121092.0,4.0,N,,F,0.0,,0.0,,,,0.0,0,,30000.0,0.0,310014.0,310014.0,"ELM CREEK, VILLAGE OF",20.0,,1.0,140804.0,,R,0,0.0,A,1.0,0,NE,Currently Unavailable,68836.0,31019.0,31019969000.0,310199690003.0,40.7,-99.4,b9ad1503-60ba-40b3-9e9f-c62767862136,3131019310199690003
0,2020-03-09T17:21:11.616Z,1.0,1,,2019-05-28T00:00:00.000Z,0,,,,C,0,2.0,,,2.0,0,,1.0,1930-01-01T00:00:00.000Z,2014-01-01T00:00:00.000Z,15117.96,0.0,0.0,0,R,0,250000.0,100000.0,2019,1,13341.0,F,15117.96,139333.0,4.0,N,,F,0.0,,0.0,,,,0.0,0,,30000.0,0.0,310014.0,310014.0,"ELM CREEK, VILLAGE OF",20.0,,1.0,161072.0,,R,0,0.0,A,1.0,0,NE,Currently Unavailable,68836.0,31019.0,31019969000.0,310199690003.0,40.7,-99.4,c4afd428-9d36-4016-bc87-968e543a1081,3131019310199690003
0,2020-01-22T16:55:53.194Z,,1,,2019-07-10T00:00:00.000Z,0,,,,A,0,,,,1.0,0,,6.0,1968-01-01T00:00:00.000Z,2016-10-18T00:00:00.000Z,1888.29,0.0,0.0,0,1,0,7000.0,0.0,2019,0,,2,1888.29,,4.0,N,,,0.0,,0.0,,,,0.0,0,,30000.0,0.0,310015.0,310015.0,"GIBBON, CITY OF",,,1.0,,,A,0,2.0,A,1.0,0,NE,Currently Unavailable,68840.0,31019.0,31019969100.0,310199691003.0,40.8,-98.8,5c915601-6e8d-47e1-a7bc-ba669207bcc1,3131019310199691003
0,2020-01-22T16:55:53.194Z,0.0,1,,2019-03-13T00:00:00.000Z,0,,,,A,0,,,,1.0,0,,6.0,1962-01-01T00:00:00.000Z,2006-10-18T00:00:00.000Z,7777.92,0.0,0.0,0,1,0,12500.0,0.0,2019,0,9777.0,2,7777.92,50471.0,4.0,N,,,0.0,,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310015.0,310015.0,"GIBBON, CITY OF",,,0.0,56420.0,,A,0,1.0,A,1.0,0,NE,Currently Unavailable,68840.0,31019.0,31019969100.0,310199691003.0,40.8,-98.8,21c942c1-34c0-428e-82ba-05d7b130390f,3131019310199691003
0,2020-01-22T16:55:53.194Z,,1,,2019-03-13T00:00:00.000Z,0,,,,A,0,,,,1.0,0,,6.0,1968-01-01T00:00:00.000Z,2016-10-18T00:00:00.000Z,4706.33,0.0,0.0,0,1,0,7000.0,0.0,2019,0,6706.0,2,4706.33,35896.0,4.0,N,,,0.0,,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310015.0,310015.0,"GIBBON, CITY OF",,,1.0,43656.0,,A,0,2.0,A,1.0,0,NE,Currently Unavailable,68840.0,31019.0,31019969100.0,310199691003.0,40.8,-98.8,53b195ac-660e-4f0f-9449-e5ba87867f00,3131019310199691003
0,2020-01-22T16:55:53.194Z,0.0,1,,2019-07-10T00:00:00.000Z,0,,,,A,0,,,,1.0,0,,6.0,1962-01-01T00:00:00.000Z,2006-10-18T00:00:00.000Z,5673.56,0.0,0.0,0,1,0,12500.0,0.0,2019,0,,2,5673.56,,4.0,N,,,0.0,,0.0,,,,0.0,0,,30000.0,0.0,310015.0,310015.0,"GIBBON, CITY OF",,,0.0,,,A,0,2.0,A,1.0,0,NE,Currently Unavailable,68840.0,31019.0,31019969100.0,310199691003.0,40.8,-98.8,ef3a5500-c59e-417b-812e-cf5e52768c2e,3131019310199691003
0,2020-01-22T16:55:53.194Z,0.0,1,,2019-03-13T00:00:00.000Z,0,,,,A,0,,,,1.0,0,,6.0,1958-01-01T00:00:00.000Z,2006-10-18T00:00:00.000Z,6656.86,0.0,0.0,0,1,0,8000.0,0.0,2019,0,8656.0,2,6656.86,34365.0,4.0,N,,,0.0,,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310015.0,310015.0,"GIBBON, CITY OF",,,0.0,38376.0,,A,0,1.0,A,1.0,0,NE,Currently Unavailable,68840.0,31019.0,31019969100.0,310199691003.0,40.8,-98.8,b08f78ae-4e91-476f-b17a-0a9d4637829f,3131019310199691003
0,2020-01-22T16:55:53.194Z,0.0,1,,2019-07-10T00:00:00.000Z,0,,,,A,0,,,,1.0,0,,6.0,1958-01-01T00:00:00.000Z,2006-10-18T00:00:00.000Z,2733.5,0.0,0.0,0,1,0,8000.0,0.0,2019,0,,2,2733.5,,4.0,N,,,0.0,,0.0,,,,0.0,0,,30000.0,0.0,310015.0,310015.0,"GIBBON, CITY OF",,,0.0,,,A,0,1.0,A,1.0,0,NE,Currently Unavailable,68840.0,31019.0,31019969100.0,310199691003.0,40.8,-98.8,cacf5987-5734-45ba-915a-cac833606136,3131019310199691003
0,2020-01-22T16:55:53.194Z,,1,,2019-07-10T00:00:00.000Z,0,,,,A,0,,,,1.0,0,,6.0,1972-01-01T00:00:00.000Z,2016-10-18T00:00:00.000Z,2216.48,0.0,0.0,0,1,0,10500.0,0.0,2019,0,,2,2216.48,,4.0,N,,,0.0,,0.0,,,,0.0,0,,30000.0,0.0,310015.0,310015.0,"GIBBON, CITY OF",,,1.0,,,A,0,2.0,A,1.0,0,NE,Currently Unavailable,68840.0,31019.0,31019969100.0,310199691003.0,40.8,-98.8,eec00094-484b-4009-ab7c-7dcc115f09f4,3131019310199691003
0,2020-01-22T16:55:53.194Z,,1,,2019-03-13T00:00:00.000Z,0,,,,A,0,,,,1.0,0,,6.0,1972-01-01T00:00:00.000Z,2016-10-18T00:00:00.000Z,6907.54,0.0,0.0,0,1,0,10500.0,0.0,2019,0,8907.0,2,6907.54,38498.0,4.0,N,,,0.0,,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310015.0,310015.0,"GIBBON, CITY OF",,,1.0,52184.0,,A,0,2.0,A,1.0,0,NE,Currently Unavailable,68840.0,31019.0,31019969100.0,310199691003.0,40.8,-98.8,92b42335-e06a-4be6-9e4f-8c0f2c0f5a1e,3131019310199691003
0,2020-01-22T16:55:53.194Z,,1,,2019-03-13T00:00:00.000Z,1,2,,,A,0,,,,5.0,0,10.0,1.0,2014-10-24T00:00:00.000Z,2016-12-17T00:00:00.000Z,2871.58,0.0,0.0,1,1,0,8000.0,0.0,2019,1,3071.0,1,2871.58,54018.0,4.0,N,,,0.0,,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310015.0,310015.0,"GIBBON, CITY OF",,,1.0,61526.0,,A,0,2.0,A,1.0,0,NE,Currently Unavailable,68840.0,31019.0,31019969100.0,310199691003.0,40.8,-98.8,39081cdd-c907-45d4-aed4-427a490689fa,3131019310199691003
0,2023-11-10T22:57:29.109Z,2.0,1,,2019-03-14T00:00:00.000Z,0,,,,A,0,,,,2.0,0,,1.0,1905-01-01T00:00:00.000Z,2004-12-29T00:00:00.000Z,13896.93,0.0,0.0,0,1,0,111500.0,0.0,2019,1,14268.0,2,13896.93,109615.0,2.0,N,,0,0.0,,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310015.0,310015.0,"GIBBON, CITY OF",,,1.0,125685.0,,R,0,-1.0,A,1.0,0,NE,Currently Unavailable,68840.0,31019.0,31019969100.0,310199691003.0,40.8,-98.9,6721e61d-a4ae-4bbb-9ad6-a46db4ceead9,3131019310199691003
0,2023-11-10T22:57:29.109Z,2.0,1,,2019-07-10T00:00:00.000Z,0,,,,A,0,,,,2.0,0,,1.0,1905-01-01T00:00:00.000Z,2004-12-29T00:00:00.000Z,,,,0,1,0,111500.0,0.0,2019,1,1649.0,2,0.0,110594.0,4.0,N,0.0,0,0.0,0.0,0.0,,,,0.0,0,,30000.0,0.0,310015.0,310015.0,"GIBBON, CITY OF",,1.0,1.0,138243.0,0.0,A,0,0.0,A,1.0,0,NE,Currently Unavailable,68840.0,31019.0,31019969100.0,310199691003.0,40.8,-98.9,26960af5-2c22-4389-8645-5209bc1fefe0,3131019310199691003
0,2024-03-26T14:15:31.601Z,1.0,1,,2020-05-22T00:00:00.000Z,0,,,,X,0,2.0,,,2.0,0,,1.0,1929-01-01T00:00:00.000Z,2019-07-25T00:00:00.000Z,0.0,0.0,0.0,0,7,0,200000.0,80000.0,2020,1,,F,0.0,,4.0,N,,F,0.0,,0.0,,,,,0,,30000.0,0.0,310016.0,310016.0,"KEARNEY, CITY OF",6.0,6.0,1.0,,,R,0,0.0,X,1.0,0,NE,Currently Unavailable,68847.0,31019.0,31019969300.0,310199693002.0,40.7,-99.1,fa2d3757-5ca7-4da2-9211-9381d085d201,3131019310199693003
0,2020-06-04T16:50:48.796Z,1.0,1,,2020-05-23T00:00:00.000Z,0,,,,X,0,2.0,,,2.0,0,,1.0,1992-01-01T00:00:00.000Z,2019-04-23T00:00:00.000Z,0.0,0.0,0.0,1,7,0,100000.0,40000.0,2020,1,0.0,1,0.0,228617.0,4.0,N,0.0,1,0.0,52000.0,0.0,,,,,0,,30000.0,0.0,310016.0,310016.0,"KEARNEY, CITY OF",2.0,2.0,1.0,288686.0,0.0,A,0,0.0,X,1.0,0,NE,Currently Unavailable,68845.0,31019.0,31019969204.0,310199692041.0,40.7,-99.1,a780c684-cca1-44f8-9c53-fe77e06e57d3,3131019310199692043
0,2022-04-20T10:08:01.919Z,,1,,2019-07-09T00:00:00.000Z,0,,4.0,2140.0,AE,0,3.0,2143.9,2144.3,1.0,0,,6.0,1996-11-01T00:00:00.000Z,2004-05-17T00:00:00.000Z,,,,1,1,0,500000.0,244500.0,2019,0,,F,0.0,,,N,,F,0.0,,,,,,0.0,0,,30000.0,0.0,310016.0,310016.0,"KEARNEY, CITY OF",,,1.0,,,A,0,0.0,AE,1.0,0,NE,Currently Unavailable,68847.0,31019.0,31019969700.0,310199697004.0,40.7,-99.1,20899029-6e5b-4835-902a-756a6c929365,3131019310199697003
0,2021-01-19T17:37:08.258Z,0.0,1,,2019-07-08T00:00:00.000Z,0,,2.0,2143.0,AE,0,4.0,2145.2,2145.4,3.0,0,,6.0,2013-03-01T00:00:00.000Z,2013-03-01T00:00:00.000Z,500000.0,0.0,0.0,1,1,0,500000.0,500000.0,2019,0,,F,500000.0,,0.0,N,,F,0.0,,,,,,0.0,0,,30000.0,0.0,310016.0,310016.0,"KEARNEY, CITY OF",,,0.0,,,,0,0.0,AE,1.0,0,NE,Currently Unavailable,68845.0,31019.0,31019969700.0,310199697004.0,40.7,-99.1,496aaa71-3d17-4056-83c9-4a85034abf0b,3131019310199697003
0,2021-04-26T17:54:01.251Z,0.0,1,,2019-07-08T00:00:00.000Z,0,,1.0,2142.4,AE,0,3.0,2142.3,2143.0,1.0,0,,6.0,2010-02-01T00:00:00.000Z,2011-03-08T00:00:00.000Z,145605.45,375532.76,0.0,1,1,0,500000.0,500000.0,2019,0,148605.0,3,145605.45,1272258.0,4.0,N,378533.0,3,375532.76,1272258.0,,,,,0.0,0,,30000.0,0.0,310016.0,310016.0,"KEARNEY, CITY OF",,,0.0,1655553.0,0.0,A,0,4.0,AE,8.0,0,NE,Currently Unavailable,68845.0,31019.0,31019969700.0,310199697004.0,40.7,-99.1,adaf4e19-0f34-485c-a7b6-8eac1a08c2d3,3131019310199697003
0,2021-06-21T16:42:35.260Z,0.0,1,,2019-07-08T00:00:00.000Z,0,,1.0,2143.0,AE,0,,2143.9,2144.3,1.0,0,,6.0,2018-06-01T00:00:00.000Z,2017-06-29T00:00:00.000Z,500000.0,0.0,0.0,1,1,0,500000.0,0.0,2019,0,509819.0,5,500000.0,1680680.0,0.0,N,,,0.0,,,,,,0.0,0,,30000.0,0.0,310016.0,310016.0,"KEARNEY, CITY OF",,,0.0,2000000.0,,A,0,0.0,AE,8.0,1,NE,Currently Unavailable,68847.0,31019.0,31019969700.0,310199697004.0,40.7,-99.1,22316a49-fa0d-4017-9c27-fb3432bff9d8,3131019310199697003
0,2022-07-28T16:16:34.088Z,0.0,1,,2019-07-08T00:00:00.000Z,0,,3.0,2142.9,AE,0,,2145.3,2145.7,1.0,0,,3.0,2017-12-20T00:00:00.000Z,2018-01-17T00:00:00.000Z,124339.12,0.0,0.0,1,1,0,500000.0,0.0,2019,0,195243.0,F,124339.12,515426.0,4.0,N,,,0.0,,,,,,0.0,0,,30000.0,0.0,310016.0,310016.0,"KEARNEY, CITY OF",,,0.0,544983.0,,A,0,1.0,AE,10.0,1,NE,Currently Unavailable,68845.0,31019.0,31019969700.0,310199697004.0,40.7,-99.1,735d7595-5482-480f-8c8f-cd30ffbc7149,3131019310199697003
0,2020-11-24T17:33:27.348Z,1.0,1,,2019-03-13T00:00:00.000Z,0,,,,AE,0,,,,2.0,0,,1.0,1978-03-15T00:00:00.000Z,2008-11-25T00:00:00.000Z,23424.37,0.0,0.0,0,1,0,175000.0,0.0,2019,1,33424.0,A,23424.37,189096.0,0.0,N,,,0.0,,,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310016.0,310016.0,"KEARNEY, CITY OF",,,0.0,35725.0,,A,0,0.0,AE,1.0,0,NE,Currently Unavailable,68847.0,31019.0,31019969203.0,310199692031.0,40.8,-99.1,f76b231b-c9e5-4907-8259-092d2c643013,3131019310199692033
0,2020-12-21T18:12:22.368Z,0.0,1,,2019-07-08T00:00:00.000Z,0,,3.0,2142.8,AE,0,,2145.3,2145.5,1.0,0,,6.0,2016-08-22T00:00:00.000Z,2016-08-23T00:00:00.000Z,324271.8,0.0,0.0,1,1,1,500000.0,0.0,2019,0,329272.0,5,324271.8,1552396.0,4.0,N,,,0.0,,,,,,0.0,0,,30000.0,0.0,310016.0,310016.0,"KEARNEY, CITY OF",,,0.0,1685409.0,,A,0,1.0,AE,8.0,0,NE,Currently Unavailable,68845.0,31019.0,31019969700.0,310199697004.0,40.7,-99.1,795b887e-522a-4cfc-a865-7523db305a59,3131019310199697003
