agricultureStructureIndicator,asOfDate,basementEnclosureCrawlspaceType,policyCount,crsClassificationCode,dateOfLoss,elevatedBuildingIndicator,elevationCertificateIndicator,elevationDifference,baseFloodElevation,ratedFloodZone,houseWorship,locationOfContents,lowestAdjacentGrade,lowestFloorElevation,numberOfFloorsInTheInsuredBuilding,nonProfitIndicator,obstructionType,occupancyType,originalConstructionDate,originalNBDate,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,amountPaidOnIncreasedCostOfComplianceClaim,postFIRMConstructionIndicator,rateMethod,smallBusinessIndicatorBuilding,totalBuildingInsuranceCoverage,totalContentsInsuranceCoverage,yearOfLoss,primaryResidenceIndicator,buildingDamageAmount,buildingDeductibleCode,netBuildingPaymentAmount,buildingPropertyValue,causeOfDamage,condominiumCoverageTypeCode,contentsDamageAmount,contentsDeductibleCode,netContentsPaymentAmount,contentsPropertyValue,disasterAssistanceCoverageRequired,eventDesignationNumber,ficoNumber,floodCharacteristicsIndicator,floodWaterDuration,floodproofedIndicator,floodEvent,iccCoverage,netIccPaymentAmount,nfipRatedCommunityNumber,nfipCommunityNumberCurrent,nfipCommunityName,nonPaymentReasonContents,nonPaymentReasonBuilding,numberOfUnits,buildingReplacementCost,contentsReplacementCost,replacementCostBasis,stateOwnedIndicator,waterDepth,floodZoneCurrent,buildingDescriptionCode,rentalPropertyIndicator,state,reportedCity,reportedZipCode,countyCode,censusTract,censusBlockGroupFips,latitude,longitude,id,GEOID
0,2019-09-19T17:00:12.388Z,2.0,1,,1996-08-06T00:00:00.000Z,0,,,,A12,0,,,,2.0,0,10.0,1.0,1940-07-01T00:00:00.000Z,1994-04-16T00:00:00.000Z,15700.0,0.0,0.0,0,1,0,15700.0,0.0,1996,1,17700.0,2,15700.0,71900.0,2.0,N,,0,0.0,,0.0,,,2.0,8.0,0,,,0.0,310410.0,,,,,1.0,0.0,,A,0,2.0,,,0,NE,Currently Unavailable,68072.0,31053.0,31053963600.0,310539636005.0,41.6,-96.5,bb48a72e-7d32-47ad-b48d-37ca7496f56c,3131053310539636003
0,2020-01-22T16:55:53.194Z,2.0,1,,2004-05-22T00:00:00.000Z,0,,,,A,0,2.0,,,2.0,0,,1.0,1950-07-01T00:00:00.000Z,2001-07-02T00:00:00.000Z,18487.3,0.0,0.0,0,1,0,67000.0,0.0,2004,1,18488.0,1,18487.3,99108.0,4.0,N,,0,0.0,,0.0,,,,0.0,0,,30000.0,0.0,310177.0,,,,,1.0,123845.0,,A,0,0.0,,,0,NE,Currently Unavailable,68644.0,31141.0,31141965100.0,311419651002.0,41.7,-97.7,5cc62648-bb99-48a9-8bf3-91b062435013,3131141311419651003
0,2019-09-19T17:00:12.388Z,,1,,1993-07-24T00:00:00.000Z,0,2,,,A07,0,4.0,,,2.0,0,10.0,1.0,1980-07-01T00:00:00.000Z,1992-10-05T00:00:00.000Z,8579.83,668.63,0.0,0,1,0,92000.0,10000.0,1993,0,9330.0,9,8579.83,95300.0,2.0,N,1419.0,9,668.63,15000.0,0.0,,958.0,,0.0,0,Midwest Flooding,,0.0,310190.0,,,,,1.0,0.0,0.0,A,0,0.0,,,0,NE,Currently Unavailable,68059.0,31153.0,31153010702.0,311530107023.0,41.1,-96.1,7a61fb94-af32-4e7b-9161-db5c7036f8a3,3131153311530107023
0,2019-09-19T06:12:43.388Z,,1,,1997-02-20T00:00:00.000Z,0,,,,A,0,4.0,,,2.0,0,,1.0,1927-07-01T00:00:00.000Z,1996-05-17T00:00:00.000Z,,,,0,1,0,18800.0,4700.0,1997,1,,9,0.0,,2.0,N,,9,0.0,,0.0,,,1.0,48.0,0,,,0.0,310013.0,,,17.0,17.0,1.0,,,A,0,-1.0,,,0,NE,Currently Unavailable,68746.0,31015.0,nan,nan,42.8,-98.4,5f98333e-d7a8-44a3-af93-eb57a302e2c7,
0,2020-01-22T16:55:53.194Z,2.0,1,,1998-06-08T00:00:00.000Z,0,,,,A,0,,,,2.0,0,10.0,1.0,1956-01-01T00:00:00.000Z,1997-11-24T00:00:00.000Z,12951.02,0.0,0.0,0,1,0,51500.0,0.0,1998,1,13702.0,9,12951.02,73735.0,2.0,N,,0,0.0,,0.0,,,2.0,72.0,0,,15000.0,0.0,310100.0,,,,,1.0,98314.0,,A,0,6.0,,,0,NE,Currently Unavailable,68801.0,31079.0,31079000100.0,310790001002.0,41.0,-98.3,6cfaa8a4-7c48-4c09-81de-573dee2aa37d,3131079310790001003
0,2019-09-19T13:45:58.425Z,,1,,1992-06-16T00:00:00.000Z,0,,,,X,0,3.0,,,1.0,0,,4.0,1970-04-01T00:00:00.000Z,1992-05-27T00:00:00.000Z,0.0,496.0,0.0,0,1,0,0.0,25000.0,1992,0,,0,0.0,,4.0,N,996.0,0,496.0,30000.0,0.0,,,,0.0,0,,,0.0,310380.0,,,,,1.0,,0.0,A,0,1.0,,,0,NE,Currently Unavailable,68641.0,31039.0,31039972700.0,310399727002.0,41.7,-97.0,2a388ef3-b601-436f-bc8a-318d8b172b9a,3131039310399727003
0,2019-09-19T13:45:58.425Z,,1,,1993-03-10T00:00:00.000Z,0,2,,,A05,0,3.0,,,1.0,0,10.0,1.0,1969-07-01T00:00:00.000Z,1991-07-25T00:00:00.000Z,6031.25,2500.0,0.0,0,1,0,15700.0,2500.0,1993,0,7032.0,1,6031.25,16900.0,2.0,N,3965.0,1,2500.0,4000.0,0.0,,,,0.0,0,,,0.0,310190.0,,,,,1.0,0.0,0.0,A,0,2.0,,,0,NE,Currently Unavailable,68028.0,31153.0,nan,nan,41.1,-96.2,c607e0eb-7196-4235-a072-daa43068f753,
0,2019-09-19T13:45:58.425Z,,1,,1993-07-30T00:00:00.000Z,1,1,,,X,0,3.0,,,1.0,0,10.0,1.0,1961-07-01T00:00:00.000Z,1992-11-03T00:00:00.000Z,19423.89,0.0,0.0,0,1,0,22000.0,0.0,1993,1,19924.0,0,19423.89,96700.0,2.0,N,,0,0.0,,0.0,,958.0,,0.0,0,Midwest Flooding,,0.0,310030.0,,,,,1.0,0.0,,A,0,0.0,,,0,NE,Currently Unavailable,68016.0,31025.0,nan,nan,41.0,-96.1,41661e73-540b-4f0e-ab69-cad6a072d8ae,
0,2019-09-19T13:45:58.425Z,,1,,1993-07-22T00:00:00.000Z,0,,,,A08,0,,,,2.0,0,10.0,1.0,1955-07-01T00:00:00.000Z,1993-07-07T00:00:00.000Z,13587.23,0.0,0.0,0,1,0,50000.0,0.0,1993,0,16192.0,9,13587.23,60900.0,2.0,N,,0,0.0,,0.0,,958.0,,0.0,0,Midwest Flooding,,0.0,310030.0,,,,,1.0,0.0,,A,0,2.0,,,0,NE,Currently Unavailable,68016.0,31025.0,nan,nan,41.0,-96.1,584c810c-94e7-4ba8-8d46-fc332edb1bee,
0,2020-01-22T16:55:53.194Z,1.0,1,,2006-07-05T00:00:00.000Z,0,,,,A,0,,,,2.0,0,,1.0,1991-06-01T00:00:00.000Z,2006-07-01T00:00:00.000Z,,,,0,1,0,50000.0,0.0,2006,0,,1,0.0,,4.0,N,,,0.0,,0.0,,,,0.0,0,,30000.0,0.0,310451.0,,,,6.0,1.0,,,A,0,0.0,,,0,NE,Currently Unavailable,68729.0,31107.0,31107976200.0,311079762002.0,42.5,-98.0,0fdc9d43-3e13-436f-8910-a2600d0677e6,3131107311079762003
0,2019-09-19T13:45:58.425Z,,1,,1993-07-23T00:00:00.000Z,0,,5.0,,A07,0,4.0,,,4.0,0,10.0,1.0,1985-07-01T00:00:00.000Z,1992-11-15T00:00:00.000Z,24278.99,4840.0,0.0,1,1,0,62000.0,10000.0,1993,0,27113.0,0,24278.99,115000.0,2.0,N,6671.0,0,4840.0,25000.0,0.0,,958.0,,0.0,0,Midwest Flooding,,0.0,310190.0,,,,,1.0,0.0,0.0,A,0,1.0,,,0,NE,Currently Unavailable,68123.0,31153.0,31153010208.0,311530102082.0,41.1,-95.9,9e0b3cd9-7f2d-498d-8cb1-7399f13f8d9d,3131153311530102083
0,2020-01-22T16:55:53.194Z,,1,,1998-06-14T00:00:00.000Z,0,,,,A04,0,,,,2.0,0,10.0,1.0,1964-07-01T00:00:00.000Z,1997-07-18T00:00:00.000Z,8843.2,0.0,0.0,0,1,0,81000.0,0.0,1998,1,9594.0,9,8843.2,80431.0,2.0,N,,,0.0,,0.0,,,2.0,48.0,0,,15000.0,0.0,310190.0,,,,,1.0,100538.0,,A,0,-2.0,,,0,NE,Currently Unavailable,68005.0,31153.0,31153010106.0,311530101063.0,41.2,-95.9,1d5afb30-6c94-4bb0-965f-04af20e964bb,3131153311530101063
0,2019-09-19T17:00:12.388Z,,1,,1993-03-10T00:00:00.000Z,0,,,,A07,0,3.0,,,1.0,0,10.0,1.0,1975-08-01T00:00:00.000Z,1992-11-04T00:00:00.000Z,7399.89,1600.0,0.0,0,1,0,25000.0,5000.0,1993,0,8150.0,9,7399.89,46600.0,2.0,N,3257.0,9,1600.0,10000.0,0.0,,,,0.0,0,,,0.0,310407.0,,,,,1.0,0.0,0.0,A,0,1.0,,,0,NE,Currently Unavailable,68506.0,31155.0,31155968500.0,311559685001.0,41.0,-96.4,af3689dd-4c1a-482f-b73b-6a7e6bf34509,3131155311559685003
0,2020-01-22T16:55:53.194Z,2.0,1,,2010-06-13T00:00:00.000Z,0,1,,,AO,0,,,,2.0,0,,1.0,1970-07-01T00:00:00.000Z,2008-02-13T00:00:00.000Z,1077.88,0.0,0.0,0,1,0,142000.0,0.0,2010,1,3078.0,2,1077.88,213842.0,4.0,N,,0,0.0,,0.0,,,,0.0,0,,30000.0,0.0,310069.0,,,,,1.0,251579.0,,A,0,0.0,,,0,NE,Currently Unavailable,68025.0,31053.0,31053963800.0,310539638003.0,41.5,-96.5,c72974c2-c0bc-4024-98e6-437e4731cfc7,3131053310539638003
0,2019-10-19T03:42:08.849Z,2.0,1,,1990-06-16T00:00:00.000Z,0,,,,A,0,2.0,,,2.0,0,10.0,1.0,1980-07-01T00:00:00.000Z,1990-05-27T00:00:00.000Z,15842.41,337.0,0.0,0,1,0,33000.0,10000.0,1990,0,16343.0,0,15842.41,760000.0,2.0,N,837.0,0,337.0,34200.0,0.0,,907.0,,0.0,0,Flooding,,0.0,310467.0,,,,,1.0,0.0,0.0,A,0,0.0,,,0,NE,Currently Unavailable,68601.0,31037.0,31037964700.0,310379647002.0,41.4,-97.2,995cfea4-8486-42d1-845b-f88d28a627f2,3131037310379647003
0,2019-09-19T17:00:12.388Z,,1,,1993-07-24T00:00:00.000Z,0,,,,A07,0,3.0,,,1.0,0,10.0,1.0,1975-08-01T00:00:00.000Z,1992-11-04T00:00:00.000Z,927.55,1600.0,0.0,0,1,0,25000.0,5000.0,1993,0,1678.0,9,927.55,22000.0,2.0,N,2880.0,9,1600.0,3000.0,0.0,,958.0,,0.0,0,Midwest Flooding,,0.0,310407.0,,,,,1.0,0.0,0.0,A,0,0.0,,,0,NE,Currently Unavailable,68506.0,31155.0,31155968500.0,311559685001.0,41.0,-96.4,c667cf7b-a7f2-481c-bedc-4002bbe0e77c,3131155311559685003
0,2019-09-19T13:45:58.425Z,,1,,1993-03-09T00:00:00.000Z,0,1,,,A05,0,3.0,,,1.0,0,,1.0,1976-01-01T00:00:00.000Z,1993-03-06T00:00:00.000Z,21939.07,24000.0,0.0,0,1,0,48000.0,24000.0,1993,1,22690.0,9,21939.07,40000.0,2.0,N,24756.0,9,24000.0,100000.0,0.0,,,,0.0,0,,,0.0,310195.0,,,,,1.0,0.0,0.0,A,0,3.0,,,0,NE,Currently Unavailable,68003.0,31155.0,31155968400.0,311559684002.0,41.1,-96.3,0e6f0350-be01-4d9c-bfba-cf599a6cc0fc,3131155311559684003
0,2019-09-19T06:12:43.388Z,2.0,1,,1994-04-04T00:00:00.000Z,0,,,,A06,0,,,,3.0,0,10.0,1.0,1938-04-01T00:00:00.000Z,1991-11-01T00:00:00.000Z,,,,0,1,0,53200.0,0.0,1994,1,,1,0.0,,4.0,N,,0,0.0,,0.0,,,,0.0,0,,,0.0,310237.0,,,,2.0,1.0,,,A,0,,,,0,NE,Currently Unavailable,68467.0,31185.0,31185969800.0,311859698003.0,40.9,-97.6,a225d554-35f4-4dac-9ff9-6f6c8ad946a2,3131185311859698003
0,2019-09-19T13:45:58.425Z,,1,,1992-06-16T00:00:00.000Z,0,1,,,X,0,3.0,,,1.0,0,,6.0,1978-08-01T00:00:00.000Z,1992-05-27T00:00:00.000Z,2477.0,1040.0,0.0,0,1,0,25000.0,50000.0,1992,0,3474.0,0,2477.0,25900.0,4.0,N,1800.0,0,1040.0,50000.0,0.0,,,,0.0,0,,,0.0,310380.0,,,,,1.0,0.0,0.0,A,0,1.0,,,0,NE,Currently Unavailable,68641.0,31037.0,31037964600.0,310379646001.0,41.7,-97.0,2b674734-8fac-4d5d-8709-933f839d5d7c,3131037310379646003
0,2019-09-19T06:12:43.388Z,,1,,1992-06-16T00:00:00.000Z,0,,,,A,0,,,,1.0,0,10.0,4.0,1965-07-01T00:00:00.000Z,1992-05-27T00:00:00.000Z,,,,0,1,0,15000.0,0.0,1992,0,,0,0.0,,2.0,N,,0,0.0,,0.0,,,,0.0,0,,,0.0,310380.0,,,,6.0,1.0,,,,0,0.0,,,0,NE,Currently Unavailable,68641.0,31037.0,31037964600.0,310379646001.0,41.7,-97.0,41a6b33f-3d48-4e03-9716-4700acd63f9b,3131037310379646003
0,2019-09-19T13:45:58.425Z,,1,,1992-06-16T00:00:00.000Z,0,,,,A,0,4.0,,,2.0,0,10.0,4.0,1920-07-01T00:00:00.000Z,1992-05-27T00:00:00.000Z,0.0,3220.0,0.0,0,1,0,0.0,10000.0,1992,0,,0,0.0,,4.0,N,3720.0,0,3220.0,15000.0,0.0,,,,0.0,0,,,0.0,310380.0,,,,,1.0,,0.0,A,0,1.0,,,0,NE,Currently Unavailable,68641.0,31037.0,31037964600.0,310379646001.0,41.7,-97.0,bcd83ec4-ff59-4557-be2a-48691dc90067,3131037310379646003
0,2019-09-19T13:45:58.425Z,,1,,1997-02-21T00:00:00.000Z,0,,,,C,0,3.0,,,1.0,0,,1.0,1967-07-01T00:00:00.000Z,1995-07-19T00:00:00.000Z,21072.54,8000.0,0.0,0,1,0,32000.0,8000.0,1997,0,22073.0,1,21072.54,49000.0,2.0,N,10970.0,1,8000.0,15000.0,0.0,,,,0.0,0,,,0.0,310195.0,,,,,1.0,0.0,0.0,A,0,,,,0,NE,Currently Unavailable,68003.0,31155.0,31155968400.0,311559684002.0,41.1,-96.3,616784cf-0cee-4e70-bcb9-feefe10d7e00,3131155311559684003
0,2019-09-19T17:00:12.388Z,2.0,1,,1992-06-16T00:00:00.000Z,0,,,,A,0,2.0,,,3.0,0,10.0,4.0,1917-07-01T00:00:00.000Z,1992-06-15T00:00:00.000Z,5000.0,2806.1,0.0,0,1,0,10000.0,13000.0,1992,0,5605.0,0,5000.0,500000.0,4.0,N,3307.0,0,2806.1,6000.0,0.0,,,,0.0,0,,,0.0,310380.0,,,,,1.0,0.0,0.0,A,0,1.0,,,0,NE,Currently Unavailable,68641.0,31037.0,31037964600.0,310379646001.0,41.7,-97.0,bb6cfb10-8a26-4d46-a169-66840c5210b6,3131037310379646003
0,2019-09-19T06:12:43.388Z,2.0,1,,1993-07-11T00:00:00.000Z,0,,,,A09,0,,,,2.0,0,,1.0,1901-01-01T00:00:00.000Z,1992-06-19T00:00:00.000Z,,,,0,1,0,25000.0,0.0,1993,1,374.0,9,0.0,23726.0,2.0,N,,0,0.0,,0.0,,958.0,,0.0,0,Midwest Flooding,,0.0,310073.0,,,98.0,1.0,1.0,0.0,,A,0,0.0,,,0,NE,Currently Unavailable,68064.0,31055.0,nan,nan,41.3,-96.3,465ab794-5568-46c2-b3f8-c01d4b348be9,
0,2019-09-19T13:45:58.425Z,,1,,1993-07-11T00:00:00.000Z,0,,,,B,0,6.0,,,5.0,0,10.0,1.0,1977-07-01T00:00:00.000Z,1989-10-25T00:00:00.000Z,22000.0,12533.4,0.0,0,1,0,22000.0,12600.0,1993,0,24488.0,0,22000.0,37800.0,2.0,N,13034.0,0,12533.4,15400.0,0.0,,958.0,,0.0,0,Midwest Flooding,,0.0,310033.0,,,,,1.0,0.0,0.0,A,0,0.0,,,0,NE,Currently Unavailable,68048.0,31025.0,nan,nan,41.0,-95.9,db26e6b2-5cfd-4024-bacd-74ff57014c89,
0,2019-09-19T13:45:58.425Z,,1,,1990-07-25T00:00:00.000Z,0,,,,B,0,6.0,,,5.0,0,10.0,1.0,1977-07-01T00:00:00.000Z,1989-10-25T00:00:00.000Z,655.7,0.0,0.0,0,1,0,20000.0,7500.0,1990,0,1156.0,0,655.7,15400.0,2.0,N,,0,0.0,,0.0,,,,0.0,0,,,0.0,310033.0,,,97.0,,1.0,0.0,,A,0,1.0,,,0,NE,Currently Unavailable,68048.0,31025.0,nan,nan,41.0,-95.9,14d5e2f6-2e4b-442d-8af3-c242f14106bf,
0,2019-09-19T13:45:58.425Z,,1,,1992-06-16T00:00:00.000Z,0,1,,,X,0,3.0,,,1.0,0,,6.0,1981-07-01T00:00:00.000Z,1992-05-27T00:00:00.000Z,5978.25,4710.0,0.0,1,1,0,15100.0,48000.0,1992,0,7028.0,0,5978.25,69800.0,4.0,N,7760.0,0,4710.0,60000.0,0.0,,,,0.0,0,,,0.0,310380.0,,,,,1.0,0.0,0.0,A,0,1.0,,,0,NE,Currently Unavailable,68641.0,31037.0,31037964600.0,310379646001.0,41.7,-97.0,b4db5037-fb31-45bb-8286-407afeea03db,3131037310379646003
0,2019-09-19T13:45:58.425Z,,1,,1993-07-10T00:00:00.000Z,0,2,,,A08,0,5.0,,,1.0,0,10.0,3.0,1965-07-01T00:00:00.000Z,1989-10-25T00:00:00.000Z,10588.3,784.0,0.0,0,1,0,30300.0,3200.0,1993,0,12089.0,9,10588.3,31000.0,2.0,N,1884.0,9,784.0,3200.0,0.0,,958.0,,0.0,0,Midwest Flooding,,0.0,310191.0,,,,,1.0,0.0,0.0,A,0,3.0,,,0,NE,Currently Unavailable,68005.0,31153.0,31153010208.0,311530102082.0,41.1,-95.9,9b0c9581-de07-4c7f-93e0-528501f28464,3131153311530102083
0,2019-09-19T06:12:43.388Z,,1,,1992-06-16T00:00:00.000Z,0,,,,A,0,3.0,,,1.0,0,10.0,4.0,1950-07-01T00:00:00.000Z,1992-05-27T00:00:00.000Z,,,,0,1,0,0.0,15000.0,1992,0,,0,0.0,,2.0,N,,0,0.0,,0.0,,,,0.0,0,,,0.0,310380.0,,,1.0,,1.0,,,,0,0.0,,,0,NE,Currently Unavailable,68641.0,31037.0,31037964600.0,310379646001.0,41.7,-97.0,86a7b0db-501b-4aeb-8711-650a14d766c2,3131037310379646003
0,2019-09-19T13:45:58.425Z,,1,,1990-06-18T00:00:00.000Z,0,2,,,A08,0,5.0,,,1.0,0,10.0,3.0,1965-07-01T00:00:00.000Z,1989-10-25T00:00:00.000Z,2710.74,0.0,0.0,0,1,0,25000.0,0.0,1990,0,3800.0,0,2710.74,25000.0,2.0,N,,,0.0,,0.0,,907.0,,0.0,0,Flooding,,0.0,310191.0,,,,,1.0,0.0,,A,0,1.0,,,0,NE,Currently Unavailable,68005.0,31153.0,31153010208.0,311530102082.0,41.1,-95.9,cd804804-1cb1-4a55-a085-1c0b93411a89,3131153311530102083
0,2020-01-22T16:55:53.194Z,,1,,2011-07-21T00:00:00.000Z,0,,,,A,0,4.0,,,2.0,0,,1.0,1967-07-01T00:00:00.000Z,1991-10-06T00:00:00.000Z,2661.29,0.0,0.0,0,1,0,78700.0,5600.0,2011,1,4662.0,2,2661.29,73338.0,2.0,N,,2,0.0,,0.0,,270.0,,0.0,0,Late spring storms,30000.0,0.0,310160.0,,,20.0,,1.0,120225.0,,A,0,1.0,,,0,NE,Currently Unavailable,68978.0,31129.0,31129960100.0,311299601001.0,40.0,-98.1,eb1d0644-5cac-4756-b760-18039d83c6ba,3131129311299601003
0,2019-09-19T06:12:43.388Z,2.0,1,,1992-07-25T00:00:00.000Z,0,,,,A06,0,,,,2.0,0,10.0,1.0,1914-07-01T00:00:00.000Z,1991-10-08T00:00:00.000Z,,,,0,1,0,19800.0,0.0,1992,0,,0,0.0,,2.0,N,,,0.0,,0.0,,,,0.0,0,,,0.0,310136.0,,,,1.0,1.0,,,,0,3.0,,,0,NE,Currently Unavailable,68372.0,31109.0,31109010400.0,311090104004.0,40.6,-96.6,e7198ee7-2742-4c1d-9569-59cf6adc5a83,3131109311090104003
0,2019-09-19T13:45:58.425Z,,1,,1993-02-07T00:00:00.000Z,0,,,,C,0,3.0,,,1.0,0,10.0,1.0,1974-04-01T00:00:00.000Z,1991-04-20T00:00:00.000Z,2838.26,0.0,0.0,0,1,0,70000.0,9500.0,1993,0,3710.0,0,2838.26,75000.0,2.0,N,,0,0.0,,0.0,,,,0.0,0,,,0.0,310195.0,,,97.0,,1.0,0.0,,A,0,1.0,,,0,NE,Currently Unavailable,,31155.0,31155968400.0,311559684002.0,41.1,-96.3,48c6284b-6ee7-4c84-ae06-6dd8a45eda03,3131155311559684003
0,2020-01-22T16:55:53.194Z,2.0,1,,2011-07-10T00:00:00.000Z,0,1,,,B,0,2.0,,,2.0,0,,1.0,2010-06-01T00:00:00.000Z,2011-06-01T00:00:00.000Z,,,,1,7,0,75000.0,30000.0,2011,1,,1,0.0,,4.0,N,,1,0.0,,0.0,,270.0,,0.0,0,Late spring storms,30000.0,0.0,310054.0,,,7.0,7.0,1.0,,,A,0,6.0,,1.0,0,NE,Currently Unavailable,68776.0,31043.0,31043010100.0,310430101003.0,42.5,-96.4,a0ca18e0-33cd-48de-ab4e-78f81858a69a,3131043310430101003
0,2019-09-19T17:00:12.388Z,2.0,1,,1996-08-05T00:00:00.000Z,0,,,,A12,0,,,,2.0,0,10.0,1.0,1940-07-01T00:00:00.000Z,1996-01-04T00:00:00.000Z,3773.43,0.0,0.0,0,1,0,15000.0,0.0,1996,1,4524.0,9,3773.43,86800.0,2.0,N,,0,0.0,,0.0,,,2.0,8.0,0,,,0.0,310410.0,,,,,1.0,0.0,,A,0,2.0,,,0,NE,Currently Unavailable,68027.0,nan,nan,nan,,,a5d2f315-6959-4637-9479-222a20821dd8,
0,2020-01-22T16:55:53.194Z,1.0,1,,1999-08-07T00:00:00.000Z,0,,,,AE,0,2.0,,,3.0,0,10.0,4.0,1972-07-01T00:00:00.000Z,1995-11-28T00:00:00.000Z,6887.06,0.0,0.0,0,1,0,94100.0,0.0,1999,0,7888.0,1,6887.06,1606563.0,2.0,N,,0,0.0,,0.0,,,1.0,12.0,0,,15000.0,0.0,315274.0,,,,,1.0,2200770.0,,A,0,-1.0,,,0,NE,Currently Unavailable,68134.0,31055.0,31055006603.0,310550066032.0,41.3,-96.0,c99d17bf-0c91-45ce-8427-96186832b4c6,3131055310550066033
0,2019-09-19T13:45:58.425Z,,1,,1997-02-20T00:00:00.000Z,0,,,,A05,0,3.0,,,1.0,0,10.0,1.0,1970-07-01T00:00:00.000Z,1994-03-10T00:00:00.000Z,10876.34,5300.0,0.0,0,1,0,11000.0,5300.0,1997,0,11627.0,9,10876.34,20900.0,2.0,N,6959.0,9,5300.0,13100.0,0.0,,,,0.0,0,,,0.0,310196.0,,,,,1.0,0.0,0.0,A,0,,,,0,NE,Currently Unavailable,68003.0,31155.0,31155968400.0,311559684002.0,41.1,-96.3,c9bfb760-c035-4653-ab6a-2b33fbc31065,3131155311559684003
0,2019-09-19T06:12:43.388Z,1.0,1,,1995-06-18T00:00:00.000Z,0,,,,A,0,,,,4.0,0,10.0,1.0,1978-07-01T00:00:00.000Z,1993-08-13T00:00:00.000Z,,,,0,1,0,85600.0,0.0,1995,1,200.0,1,0.0,946.0,2.0,N,,0,0.0,,0.0,,,,0.0,0,,,0.0,310411.0,,,,1.0,1.0,0.0,,A,0,,,,0,NE,Currently Unavailable,68901.0,31001.0,nan,nan,40.6,-98.4,a6804823-11a2-4f31-b941-4a5c6d80e71c,
0,2020-01-22T16:55:53.194Z,2.0,1,,2010-06-13T00:00:00.000Z,0,1,,,AE,0,,,,2.0,0,,1.0,1938-02-01T00:00:00.000Z,2006-01-20T00:00:00.000Z,5665.51,0.0,0.0,0,1,0,46200.0,0.0,2010,0,10666.0,5,5665.51,98301.0,4.0,N,,0,0.0,,0.0,,,,0.0,0,,30000.0,0.0,310073.0,,,,,1.0,126027.0,,A,0,0.0,,,0,NE,Currently Unavailable,68064.0,31055.0,31055007504.0,310550075043.0,41.3,-96.3,4d6013c4-ceb1-46b3-905f-aff098bef3d0,3131055310550075043
0,2019-09-19T13:45:58.425Z,2.0,1,,1993-07-23T00:00:00.000Z,0,,,,A09,0,2.0,,,2.0,0,10.0,1.0,1974-07-01T00:00:00.000Z,1992-03-10T00:00:00.000Z,7617.12,5900.0,0.0,0,1,0,13300.0,5900.0,1993,0,8368.0,9,7617.12,29800.0,2.0,N,7617.0,9,5900.0,100000.0,0.0,,958.0,,0.0,0,Midwest Flooding,,0.0,310035.0,,,,,1.0,0.0,0.0,A,0,2.0,,,0,NE,Currently Unavailable,68455.0,31025.0,nan,nan,40.8,-95.9,6be4cb2a-6d7a-4483-af11-50c786993d17,
0,2020-01-22T16:55:53.194Z,1.0,1,,2015-05-05T00:00:00.000Z,0,1,,,A15,0,,,,2.0,0,,1.0,1920-01-01T00:00:00.000Z,1994-04-22T00:00:00.000Z,,,,0,1,0,55700.0,0.0,2015,1,1701.0,2,0.0,91138.0,2.0,N,,0,0.0,,0.0,,,,0.0,0,,30000.0,0.0,315273.0,,,,1.0,1.0,144663.0,,A,0,6.0,,,0,NE,Currently Unavailable,68502.0,31109.0,31109002100.0,311090021002.0,40.8,-96.7,e891426b-83d7-4cee-a0e3-ff32ee514865,3131109311090021003
0,2019-09-19T06:12:43.388Z,,1,,1996-02-21T00:00:00.000Z,0,,,,C,0,3.0,,,1.0,0,,1.0,1967-07-01T00:00:00.000Z,1995-07-19T00:00:00.000Z,,,,0,1,0,32000.0,8000.0,1996,0,,9,0.0,,2.0,N,,9,0.0,,0.0,,,1.0,36.0,0,,,0.0,310195.0,,,98.0,98.0,1.0,,,A,0,2.0,,,0,NE,Currently Unavailable,68003.0,31155.0,31155968400.0,311559684002.0,41.1,-96.3,b635faf3-c75a-455f-9d62-69609c28a6d4,3131155311559684003
0,2019-09-19T13:45:58.425Z,,1,,1993-07-09T00:00:00.000Z,0,,,,A08,0,3.0,,,1.0,0,10.0,1.0,1968-07-01T00:00:00.000Z,1989-09-13T00:00:00.000Z,19013.06,11124.0,0.0,0,1,0,25000.0,12500.0,1993,0,19514.0,0,19013.06,30000.0,2.0,N,11624.0,0,11124.0,15000.0,0.0,,958.0,,0.0,0,Midwest Flooding,,0.0,310190.0,,,,,1.0,0.0,0.0,A,0,4.0,,,0,NE,Currently Unavailable,68123.0,31153.0,31153010208.0,311530102081.0,41.1,-95.9,f9324cbf-16c2-439a-9632-7f0189dba08a,3131153311530102083
0,2020-01-22T16:55:53.194Z,2.0,1,,2010-07-06T00:00:00.000Z,0,,,,A,0,,,,2.0,0,,1.0,1940-07-01T00:00:00.000Z,1997-10-27T00:00:00.000Z,2140.56,0.0,0.0,0,1,0,36000.0,0.0,2010,1,4141.0,2,2140.56,81519.0,4.0,N,,0,0.0,,0.0,,,,0.0,0,,30000.0,0.0,310038.0,,,,,1.0,108691.0,,A,0,0.0,,,0,NE,Currently Unavailable,69149.0,31033.0,31033954800.0,310339548003.0,41.1,-102.6,9197e787-27cf-4b13-81ee-a214405933f1,3131033310339548003
